date,ad_group_id,device,impressions,clicks,conversions,cost
2024-07-23,164135120558,DESKTOP,743,11,7.815844,27.333649
2024-07-23,148575862984,MOBILE,188,16,2.490271,28.65
2024-07-23,148575862984,DESKTOP,264,20,9.580536,61.83
2024-07-23,164135120558,MOBILE,1725,31,0.515062,40.383092
2024-07-22,164828025000,TABLET,1,0,0,0
2024-07-22,164828025000,DESKTOP,44,4,3.088639,38.43
2024-07-22,164828025000,MOBILE,41,7,3.001928,28.09
2024-07-22,164828025000,TABLET,1,0,0,0
2024-07-22,164828025000,DESKTOP,44,4,3.088639,38.43
2024-07-22,164828025000,MOBILE,41,7,3.001928,28.09
2024-07-22,169214802704,DESKTOP,72,0,0,0
2024-07-22,168997303571,MOBILE,48,0,0,0.790635
2024-07-22,155673249556,MOBILE,5,0,0,0
2024-07-22,155673249996,DESKTOP,15,0,0,0
2024-07-22,168997303571,DESKTOP,182,1,0,3.541429
2024-07-22,155673249556,DESKTOP,11,1,0,2.02
2024-07-22,155673249996,MOBILE,14,1,1,0.56
2024-07-22,155673250956,DESKTOP,65,2,0,4.25
2024-07-22,148575862984,TABLET,3,2,1,7.05
2024-07-22,169214802704,MOBILE,41,3,0,19.055049
2024-07-22,155673250956,MOBILE,72,3,0,2
2024-07-22,164135120558,DESKTOP,986,3,3,28.501924
2024-07-22,155673249996,TABLET,3,3,2,14.93
2024-07-22,148575862984,DESKTOP,210,18,1.295321,56.59
2024-07-22,148575862984,MOBILE,190,21,0,40.07
2024-07-22,164135120558,MOBILE,2225,27,5.624574,39.904588
2024-07-21,164828025000,TABLET,1,0,0,0
2024-07-21,164828025000,DESKTOP,21,1,0,3.63
2024-07-21,164828025000,MOBILE,31,5,0,31.41
2024-07-21,164828025000,TABLET,1,0,0,0
2024-07-21,164828025000,DESKTOP,21,1,0,3.63
2024-07-21,164828025000,MOBILE,31,5,0,31.41
2024-07-21,169214802704,TABLET,1,0,0,0
2024-07-21,169214802704,MOBILE,21,0,0,0
2024-07-21,168997303571,MOBILE,79,0,0,0.685922
2024-07-21,155673249556,TABLET,1,0,0,0
2024-07-21,155673249556,MOBILE,16,0,0,0
2024-07-21,155673250956,TABLET,3,0,0,0
2024-07-21,164135120558,MOBILE,1,0,0,0.000192
2024-07-21,168997303571,DESKTOP,205,1,0,2.645006
2024-07-21,155673249556,DESKTOP,17,1,0,1.77
2024-07-21,148575862984,TABLET,3,1,0,1.92
2024-07-21,155673249996,TABLET,2,1,1,1.9
2024-07-21,169214802704,DESKTOP,30,3,0,28.34
2024-07-21,155673249996,DESKTOP,30,3,0,4.91
2024-07-21,155673249996,MOBILE,57,3,0,2.83
2024-07-21,155673250956,MOBILE,165,4,3,4.24
2024-07-21,155673250956,DESKTOP,95,6,0,14.06
2024-07-21,164135120558,DESKTOP,841,7,3,15.150674
2024-07-21,148575862984,DESKTOP,127,11,1.976894,41.69
2024-07-21,148575862984,MOBILE,196,24,3,47.42
2024-07-21,164135120558,MOBILE,3457,51,8,52.223642
2024-07-20,164828025000,TABLET,2,0,0,0
2024-07-20,164828025000,DESKTOP,25,0,0,0
2024-07-20,164828025000,MOBILE,56,7,0,26.475
2024-07-20,164828025000,TABLET,2,0,0,0
2024-07-20,164828025000,DESKTOP,25,0,0,0
2024-07-20,164828025000,MOBILE,56,7,0,26.475
2024-07-20,169214802704,DESKTOP,22,0,0,0
2024-07-20,168997303571,MOBILE,116,0,0,1.070119
2024-07-20,155673249556,MOBILE,7,0,0,0
2024-07-20,155673249556,DESKTOP,10,0,0,0
2024-07-20,155673250956,TABLET,4,0,0,0
2024-07-20,148575862984,TABLET,1,0,0,0
2024-07-20,169214802704,MOBILE,27,2,0,23.77
2024-07-20,168997303571,DESKTOP,326,2,4,4.424858
2024-07-20,155673250956,DESKTOP,84,4,1,9.29
2024-07-20,155673249996,DESKTOP,41,4,0,12.97
2024-07-20,155673249996,MOBILE,53,5,0.025487,6.21
2024-07-20,155673250956,MOBILE,156,6,0,7.22
2024-07-20,164135120558,DESKTOP,970,10,2,14.51747
2024-07-20,148575862984,DESKTOP,89,10,1.225886,46.79
2024-07-20,148575862984,MOBILE,182,26,5,53.33
2024-07-20,164135120558,MOBILE,3780,60,0.206195,52.458818
2024-07-19,164828025000,TABLET,1,0,0,0
2024-07-19,164828025000,DESKTOP,39,2,0,5.99
2024-07-19,164828025000,MOBILE,51,5,0,15.319283
2024-07-19,164828025000,TABLET,1,0,0,0
2024-07-19,164828025000,DESKTOP,39,2,0,5.99
2024-07-19,164828025000,MOBILE,51,5,0,15.319283
2024-07-19,169214802704,MOBILE,17,0,0,0
2024-07-19,168997303571,MOBILE,4,0,0,0.001799
2024-07-19,168997303571,DESKTOP,3,0,0,0.003602
2024-07-19,155673249556,MOBILE,6,0,0,0
2024-07-19,155673249556,DESKTOP,4,0,0,0
2024-07-19,155673250956,TABLET,2,0,0,0
2024-07-19,148575862984,TABLET,1,0,0,0
2024-07-19,168997303571,DESKTOP,321,1,0,3.622279
2024-07-19,168997303571,MOBILE,180,1,0,1.387727
2024-07-19,155673249996,TABLET,2,2,0,1.1
2024-07-19,155673249996,DESKTOP,26,2,0,2.77
2024-07-19,169214802704,DESKTOP,43,3,0,32.09
2024-07-19,155673250956,MOBILE,104,3,0,5.16
2024-07-19,155673249996,MOBILE,27,3,0.980377,6.33
2024-07-19,155673250956,DESKTOP,49,4,0,9.57
2024-07-19,164135120558,DESKTOP,1037,5,2,13.500968
2024-07-19,148575862984,DESKTOP,153,17,6.017617,59.23
2024-07-19,148575862984,MOBILE,160,24,3.37051,39.85
2024-07-19,164135120558,MOBILE,5702,78,5.06485,54.981408
2024-07-18,164828025000,TABLET,1,0,0,0
2024-07-18,164828025000,MOBILE,72,3,2,9.09
2024-07-18,164828025000,DESKTOP,54,4,1,25.18
2024-07-18,164828025000,TABLET,1,0,0,0
2024-07-18,164828025000,MOBILE,72,3,2,9.09
2024-07-18,164828025000,DESKTOP,54,4,1,25.18
2024-07-18,168997303571,DESKTOP,11,0,0,0.005463
2024-07-18,168997303571,MOBILE,4,0,0,0.002608
2024-07-18,155673249556,MOBILE,1,0,0,0
2024-07-18,155673250956,TABLET,1,0,0,0
2024-07-18,148575862984,TABLET,3,0,0,0
2024-07-18,168997303571,DESKTOP,215,1,0,2.473617
2024-07-18,155673249556,DESKTOP,5,1,0,1.77
2024-07-18,155673250956,MOBILE,67,2,0,2.56
2024-07-18,169214802704,MOBILE,36,3,0,7.776802
2024-07-18,169214802704,DESKTOP,72,3,0,21.76
2024-07-18,155673249996,DESKTOP,29,3,0,4.08
2024-07-18,155673250956,DESKTOP,67,4,3,7.98
2024-07-18,168997303571,MOBILE,204,5,0,2.01181
2024-07-18,164135120558,DESKTOP,905,5,2,11.778788
2024-07-18,155673249996,MOBILE,21,5,0,7.43
2024-07-18,148575862984,DESKTOP,204,18,5.967159,42.15
2024-07-18,148575862984,MOBILE,211,26,8.222781,52.25
2024-07-18,164135120558,MOBILE,5323,74,13.922022,56.725084
2024-07-17,164828025000,TABLET,1,0,0,0
2024-07-17,164828025000,DESKTOP,53,4,0,36.23
2024-07-17,164828025000,MOBILE,26,4,0,14.55
2024-07-17,164828025000,TABLET,1,0,0,0
2024-07-17,164828025000,DESKTOP,53,4,0,36.23
2024-07-17,164828025000,MOBILE,26,4,0,14.55
2024-07-17,155673249556,MOBILE,4,0,0,0
2024-07-17,155673250956,TABLET,2,0,0,0
2024-07-17,164135120558,MOBILE,3,0,0,0.00092
2024-07-17,164135120558,DESKTOP,5,0,0,0.001602
2024-07-17,148575862984,TABLET,2,0,0,0
2024-07-17,169214802704,DESKTOP,29,1,0,7.66
2024-07-17,155673249556,DESKTOP,3,1,0,3.77
2024-07-17,155673249996,TABLET,1,1,1,0.46
2024-07-17,169214802704,MOBILE,16,2,0,10.26
2024-07-17,168997303571,DESKTOP,389,3,0,3.687317
2024-07-17,168997303571,MOBILE,199,3,0.032933,2.041828
2024-07-17,155673250956,DESKTOP,80,3,0,4.48
2024-07-17,155673249996,MOBILE,38,3,1,1.88
2024-07-17,155673249996,DESKTOP,46,5,1.008624,4.9
2024-07-17,155673250956,MOBILE,86,6,0,5.85
2024-07-17,164135120558,DESKTOP,1382,7,9.469802,17.477892
2024-07-17,148575862984,MOBILE,130,14,1.222596,21.49
2024-07-17,148575862984,DESKTOP,171,24,7.004312,79.88
2024-07-17,164135120558,MOBILE,4430,68,7,47.585549
2024-07-16,164828025000,MOBILE,12,2,0,16.84
2024-07-16,164828025000,DESKTOP,21,3,0,19.94
2024-07-16,164828025000,MOBILE,12,2,0,16.84
2024-07-16,164828025000,DESKTOP,21,3,0,19.94
2024-07-16,169214802704,TABLET,1,0,0,0
2024-07-16,168997303571,MOBILE,115,0,0,0.780543
2024-07-16,155673249556,DESKTOP,2,0,0,0
2024-07-16,155673250956,TABLET,2,0,0,0
2024-07-16,148575862984,TABLET,2,0,0,0
2024-07-16,155673249996,TABLET,1,0,0,0
2024-07-16,169214802704,MOBILE,22,1,0,8.19
2024-07-16,168997303571,DESKTOP,1095,2,0,7.751681
2024-07-16,155673250956,DESKTOP,94,2,3,5.44
2024-07-16,155673249996,MOBILE,54,2,0,3.13
2024-07-16,169214802704,DESKTOP,58,3,0,41.33
2024-07-16,155673249556,MOBILE,10,3,3,13.23
2024-07-16,155673249996,DESKTOP,48,4,0,18.2
2024-07-16,155673250956,MOBILE,115,5,0,5.93
2024-07-16,164135120558,DESKTOP,3275,7,3,26.710249
2024-07-16,148575862984,MOBILE,129,14,0,29.07
2024-07-16,148575862984,DESKTOP,175,22,0,68.23
2024-07-16,164135120558,MOBILE,5090,61,0,38.508781
2024-07-15,164828025000,TABLET,2,0,0,0
2024-07-15,164828025000,DESKTOP,42,2,3,11.26
2024-07-15,164828025000,MOBILE,39,4,0,16.96
2024-07-15,164828025000,TABLET,2,0,0,0
2024-07-15,164828025000,DESKTOP,42,2,3,11.26
2024-07-15,164828025000,MOBILE,39,4,0,16.96
2024-07-15,155673249556,DESKTOP,9,0,0,0
2024-07-15,155673249556,MOBILE,1,0,0,0
2024-07-15,155673250956,TABLET,2,0,0,0
2024-07-15,148575862984,TABLET,4,0,0,0
2024-07-15,168997303571,MOBILE,107,1,0,0.71725
2024-07-15,155673249996,TABLET,1,1,1,1.79
2024-07-15,169214802704,MOBILE,36,2,0.183463,11.640323
2024-07-15,168997303571,DESKTOP,1701,3,0,7.709646
2024-07-15,155673250956,DESKTOP,97,4,0,11.99
2024-07-15,155673249996,MOBILE,31,4,0.953584,3.39
2024-07-15,169214802704,DESKTOP,67,5,3,39.73
2024-07-15,155673250956,MOBILE,80,5,0,6.27
2024-07-15,155673249996,DESKTOP,46,6,2.95889,19.74
2024-07-15,164135120558,DESKTOP,4379,13,4.253935,27.70189
2024-07-15,148575862984,DESKTOP,205,21,8.181607,68.45
2024-07-15,148575862984,MOBILE,176,21,0,35.593314
2024-07-15,164135120558,MOBILE,5259,61,2.824722,34.921075
2024-07-14,164828025000,DESKTOP,8,0,0,0
2024-07-14,164828025000,MOBILE,23,2,0,5.46
2024-07-14,164828025000,DESKTOP,8,0,0,0
2024-07-14,164828025000,MOBILE,23,2,0,5.46
2024-07-14,155673249556,DESKTOP,3,0,0,0
2024-07-14,155673250956,TABLET,5,0,0,0
2024-07-14,164135120558,MOBILE,7,0,0,0.001696
2024-07-14,164135120558,DESKTOP,13,0,0,0.011835
2024-07-14,148575862984,TABLET,5,0,0,0
2024-07-14,168997303571,MOBILE,196,1,0,0.992548
2024-07-14,155673249556,MOBILE,6,1,0,1.26
2024-07-14,155673249996,TABLET,3,1,0,2.01
2024-07-14,169214802704,DESKTOP,21,2,0,22.24
2024-07-14,155673249996,MOBILE,31,2,0,2.14
2024-07-14,155673250956,DESKTOP,110,3,0,8.61
2024-07-14,155673249996,DESKTOP,43,4,0.017064,8.56
2024-07-14,155673250956,MOBILE,149,5,0,3.82
2024-07-14,169214802704,MOBILE,16,6,0,21.7
2024-07-14,168997303571,DESKTOP,3813,9,4.5,18.485705
2024-07-14,148575862984,DESKTOP,80,9,2.062201,50
2024-07-14,164135120558,DESKTOP,7235,15,6.11058,42.385406
2024-07-14,148575862984,MOBILE,181,24,0,52.69
2024-07-14,164135120558,MOBILE,7087,85,16.898886,44.295126
2024-07-13,164828025000,DESKTOP,22,1,0,6.89
2024-07-13,164828025000,MOBILE,47,7,0,20.26
2024-07-13,164828025000,DESKTOP,22,1,0,6.89
2024-07-13,164828025000,MOBILE,47,7,0,20.26
2024-07-13,169214802704,TABLET,1,0,0,0
2024-07-13,169214802704,DESKTOP,18,0,0,0
2024-07-13,155673249556,DESKTOP,2,0,0,0
2024-07-13,155673249556,MOBILE,4,0,0,0
2024-07-13,155673250956,TABLET,5,0,0,0
2024-07-13,148575862984,TABLET,12,0,0,0
2024-07-13,155673249996,TABLET,4,0,0,0
2024-07-13,169214802704,MOBILE,25,1,0,7.36
2024-07-13,168997303571,DESKTOP,1074,1,0,5.362257
2024-07-13,168997303571,MOBILE,408,1,0,1.413794
2024-07-13,155673249996,DESKTOP,43,1,0,0.98
2024-07-13,155673249996,MOBILE,65,2,0,4.69
2024-07-13,155673250956,DESKTOP,80,3,0,10.31
2024-07-13,155673250956,MOBILE,168,5,0,4.43
2024-07-13,148575862984,DESKTOP,101,6,3,27.8
2024-07-13,164135120558,DESKTOP,7443,12,10.944589,41.348698
2024-07-13,148575862984,MOBILE,211,33,4,69.61
2024-07-13,164135120558,MOBILE,11594,119,6.111183,57.634991
2024-07-12,164828025000,MOBILE,7,0,0,0
2024-07-12,164828025000,DESKTOP,13,1,0,4.51
2024-07-12,164828025000,MOBILE,7,0,0,0
2024-07-12,164828025000,DESKTOP,13,1,0,4.51
2024-07-12,168997303571,DESKTOP,1,0,0,0.00149
2024-07-12,168997303571,MOBILE,1,0,0,0.000304
2024-07-12,155673249556,DESKTOP,5,0,0,0
2024-07-12,155673250956,TABLET,3,0,0,0
2024-07-12,155673249996,TABLET,1,0,0,0
2024-07-12,168997303571,DESKTOP,295,1,0,1.412751
2024-07-12,155673249996,MOBILE,35,1,0,2.7
2024-07-12,155673249556,MOBILE,7,2,0,3.29
2024-07-12,155673250956,MOBILE,98,2,3,2.5
2024-07-12,155673250956,DESKTOP,110,2,0,6.01
2024-07-12,148575862984,TABLET,11,2,0,5.58
2024-07-12,169214802704,MOBILE,8,3,0,11.599611
2024-07-12,169214802704,DESKTOP,14,3,1,19.21
2024-07-12,155673249996,DESKTOP,48,3,0,7.05
2024-07-12,168997303571,MOBILE,355,4,0,1.930724
2024-07-12,148575862984,DESKTOP,212,16,1,62.47
2024-07-12,148575862984,MOBILE,192,18,0,32.2
2024-07-12,164135120558,DESKTOP,4462,19,7.496455,37.354042
2024-07-12,164135120558,MOBILE,7982,107,11.970295,58.380913
2024-07-11,164828025000,TABLET,1,0,0,0
2024-07-11,164828025000,MOBILE,35,0,0,0
2024-07-11,164828025000,DESKTOP,34,2,0,7.37
2024-07-11,164828025000,TABLET,1,0,0,0
2024-07-11,164828025000,MOBILE,35,0,0,0
2024-07-11,164828025000,DESKTOP,34,2,0,7.37
2024-07-11,168997303571,DESKTOP,1,0,0,0.001528
2024-07-11,155673249556,MOBILE,2,0,0,0
2024-07-11,155673249556,DESKTOP,9,0,0,0
2024-07-11,155673250956,TABLET,3,0,0,0
2024-07-11,148575862984,TABLET,1,0,0,0
2024-07-11,155673249996,MOBILE,39,1,2,0.97
2024-07-11,169214802704,MOBILE,21,2,0,5.4
2024-07-11,169214802704,DESKTOP,50,2,8,34.44
2024-07-11,168997303571,MOBILE,419,2,0,2.231226
2024-07-11,155673249996,DESKTOP,44,2,0,4.85
2024-07-11,155673249996,TABLET,3,2,0,2.96
2024-07-11,155673250956,DESKTOP,138,3,0,5.41
2024-07-11,168997303571,DESKTOP,626,4,0,3.487789
2024-07-11,155673250956,MOBILE,113,6,0,7.34
2024-07-11,148575862984,DESKTOP,207,15,9.92262,59.08
2024-07-11,164135120558,DESKTOP,7268,20,9.97906,56.817883
2024-07-11,148575862984,MOBILE,161,21,0,39.48
2024-07-11,164135120558,MOBILE,8332,106,6.570285,64.761344
2024-07-10,164828025000,MOBILE,27,2,0,8.04
2024-07-10,164828025000,DESKTOP,23,2,0,10.71
2024-07-10,164828025000,MOBILE,27,2,0,8.04
2024-07-10,164828025000,DESKTOP,23,2,0,10.71
2024-07-10,169214802704,TABLET,1,0,0,0
2024-07-10,168997303571,MOBILE,5,0,0,0.002491
2024-07-10,168997303571,DESKTOP,130,0,0,2.003347
2024-07-10,168997303571,DESKTOP,5,0,0,0.006185
2024-07-10,155673249556,DESKTOP,8,0,0,0
2024-07-10,155673250956,TABLET,1,0,0,0
2024-07-10,164135120558,DESKTOP,4,0,0,0.004732
2024-07-10,155673249996,TABLET,1,0,0,0
2024-07-10,155673249556,MOBILE,5,1,0,1.3
2024-07-10,155673250956,DESKTOP,129,1,0,0.67
2024-07-10,169214802704,MOBILE,9,2,0,7.02
2024-07-10,155673249996,DESKTOP,48,2,0,2.32
2024-07-10,169214802704,DESKTOP,44,3,1,28
2024-07-10,155673249996,MOBILE,39,3,0,8.72
2024-07-10,168997303571,MOBILE,587,4,0,3.298633
2024-07-10,155673250956,MOBILE,110,6,0,5.14
2024-07-10,164135120558,DESKTOP,1677,8,2.446561,42.045137
2024-07-10,148575862984,MOBILE,144,19,4,36.802857
2024-07-10,148575862984,DESKTOP,192,20,5.46131,62.62
2024-07-10,164135120558,MOBILE,6062,89,3.343772,78.457757
2024-07-09,164828025000,MOBILE,56,2,0,12.21
2024-07-09,164828025000,DESKTOP,44,4,1.903316,15.46
2024-07-09,164828025000,MOBILE,56,2,0,12.21
2024-07-09,164828025000,DESKTOP,44,4,1.903316,15.46
2024-07-09,169214802704,TABLET,1,0,0,0
2024-07-09,168997303571,DESKTOP,182,0,1,3.787709
2024-07-09,155673250956,TABLET,5,0,0,0
2024-07-09,164135120558,DESKTOP,5,0,0,0.011855
2024-07-09,155673249556,MOBILE,6,1,0,1.16
2024-07-09,155673249556,DESKTOP,5,1,0.46131,2.78
2024-07-09,148575862984,TABLET,2,1,0,1.72
2024-07-09,155673249996,TABLET,2,1,0,0.99
2024-07-09,169214802704,MOBILE,35,2,0.02339,2.71
2024-07-09,155673249996,DESKTOP,38,2,0,8.98
2024-07-09,169214802704,DESKTOP,39,4,0,21.84
2024-07-09,155673250956,DESKTOP,96,4,0,9.71
2024-07-09,155673249996,MOBILE,29,4,0,6.45
2024-07-09,168997303571,MOBILE,408,6,0,3.014109
2024-07-09,164135120558,DESKTOP,1630,7,0,37.121697
2024-07-09,155673250956,MOBILE,102,10,0,16.65
2024-07-09,148575862984,DESKTOP,194,18,0,70.35
2024-07-09,148575862984,MOBILE,170,21,4,32.745172
2024-07-09,164135120558,MOBILE,5990,62,3.997948,82.138808
2024-07-08,164828025000,MOBILE,23,1,0,6.6
2024-07-08,164828025000,DESKTOP,32,5,1,34.907727
2024-07-08,164828025000,MOBILE,23,1,0,6.6
2024-07-08,164828025000,DESKTOP,32,5,1,34.907727
2024-07-08,168997303571,DESKTOP,337,0,0.405862,2.572179
2024-07-08,155673249556,DESKTOP,3,0,0,0
2024-07-08,155673250956,TABLET,2,0,0,0
2024-07-08,164135120558,MOBILE,1,0,0,0.001763
2024-07-08,164135120558,DESKTOP,4,0,0,0.001302
2024-07-08,168997303571,MOBILE,299,1,0,1.570993
2024-07-08,155673249556,MOBILE,4,1,0,1.14
2024-07-08,148575862984,TABLET,10,1,0,0.95
2024-07-08,169214802704,MOBILE,23,2,1,8.36
2024-07-08,155673250956,MOBILE,108,3,0,5.05
2024-07-08,155673249996,TABLET,4,3,3,6.26
2024-07-08,155673249996,DESKTOP,56,4,4,15.28
2024-07-08,169214802704,DESKTOP,50,5,9,21.88
2024-07-08,155673250956,DESKTOP,129,5,0,8.2
2024-07-08,155673249996,MOBILE,37,5,0,10.03
2024-07-08,148575862984,DESKTOP,250,16,4.939712,59.41
2024-07-08,164135120558,DESKTOP,5031,21,2.752841,38.917241
2024-07-08,148575862984,MOBILE,198,25,3.001509,43.63
2024-07-08,164135120558,MOBILE,13462,171,5.085943,87.844171
2024-07-07,164828025000,TABLET,2,0,0,0
2024-07-07,164828025000,MOBILE,22,0,0,0
2024-07-07,164828025000,DESKTOP,11,1,0,5.62
2024-07-07,164828025000,TABLET,2,0,0,0
2024-07-07,164828025000,MOBILE,22,0,0,0
2024-07-07,164828025000,DESKTOP,11,1,0,5.62
2024-07-07,168997303571,DESKTOP,2,0,0,0.000599
2024-07-07,168997303571,MOBILE,2,0,0,0.001182
2024-07-07,155673249556,DESKTOP,3,0,0,0
2024-07-07,155673249556,MOBILE,5,0,0,0
2024-07-07,155673250956,TABLET,3,0,0,0
2024-07-07,164135120558,DESKTOP,1,0,0,0.000502
2024-07-07,155673249996,TABLET,1,0,0,0
2024-07-07,148575862984,TABLET,7,1,0,1.15
2024-07-07,155673249996,DESKTOP,35,1,0,6.07
2024-07-07,169214802704,DESKTOP,30,2,3,20.43
2024-07-07,168997303571,DESKTOP,164,2,0,1.429461
2024-07-07,155673250956,DESKTOP,102,3,2,4.94
2024-07-07,169214802704,MOBILE,29,4,0,15.4
2024-07-07,155673249996,MOBILE,53,6,0,10.94
2024-07-07,168997303571,MOBILE,371,9,0,2.702895
2024-07-07,155673250956,MOBILE,106,10,0,13.77
2024-07-07,164135120558,DESKTOP,1314,10,2.988053,30.646546
2024-07-07,148575862984,DESKTOP,127,15,10.060288,56.04
2024-07-07,148575862984,MOBILE,240,21,3,41.6
2024-07-07,164135120558,MOBILE,5494,82,6.910978,91.574515
2024-07-06,164828025000,MOBILE,14,1,0,0.77
2024-07-06,164828025000,DESKTOP,14,1,0,6.06
2024-07-06,164828025000,MOBILE,14,1,0,0.77
2024-07-06,164828025000,DESKTOP,14,1,0,6.06
2024-07-06,155673249556,MOBILE,3,0,0,0
2024-07-06,155673249556,DESKTOP,1,0,0,0
2024-07-06,155673250956,TABLET,2,0,0,0
2024-07-06,164135120558,DESKTOP,2,0,0,0.001823
2024-07-06,168997303571,DESKTOP,71,1,3,1.102308
2024-07-06,148575862984,TABLET,10,1,0,1.31
2024-07-06,169214802704,DESKTOP,22,2,4,13.08
2024-07-06,155673249996,DESKTOP,21,2,0,6.19
2024-07-06,169214802704,MOBILE,19,3,0,12.57
2024-07-06,168997303571,MOBILE,272,3,0,2.678941
2024-07-06,155673250956,DESKTOP,57,3,3,4.14
2024-07-06,155673250956,MOBILE,91,4,0,5.58
2024-07-06,155673249996,MOBILE,34,7,0.651465,15.88
2024-07-06,164135120558,DESKTOP,624,8,0.008249,24.520538
2024-07-06,148575862984,DESKTOP,128,16,6.823754,48.41
2024-07-06,148575862984,MOBILE,169,25,6.740382,48.35
2024-07-06,164135120558,MOBILE,4144,72,3.953399,100.451001
2024-07-05,164828025000,TABLET,1,0,0,0
2024-07-05,164828025000,DESKTOP,30,2,0,7.440522
2024-07-05,164828025000,MOBILE,58,2,0,9.555
2024-07-05,164828025000,TABLET,1,0,0,0
2024-07-05,164828025000,DESKTOP,30,2,0,7.440522
2024-07-05,164828025000,MOBILE,58,2,0,9.555
2024-07-05,168997303571,DESKTOP,315,0,0,2.585038
2024-07-05,155673249556,MOBILE,8,0,0,0
2024-07-05,155673249556,TABLET,1,0,0,0
2024-07-05,155673249556,DESKTOP,9,0,0,0
2024-07-05,164135120558,DESKTOP,2,0,0,0.002517
2024-07-05,155673250956,DESKTOP,107,1,0,1.42
2024-07-05,155673250956,TABLET,3,1,0,3.13
2024-07-05,148575862984,TABLET,4,1,0,2.65
2024-07-05,155673249996,TABLET,1,1,3,0.01
2024-07-05,155673249996,DESKTOP,47,1,0,1.75
2024-07-05,169214802704,MOBILE,35,3,0,14.63
2024-07-05,169214802704,DESKTOP,66,3,0,14.69
2024-07-05,168997303571,MOBILE,1495,7,0,7.388367
2024-07-05,155673250956,MOBILE,139,7,0,7.26
2024-07-05,155673249996,MOBILE,51,8,0,24.93
2024-07-05,164135120558,DESKTOP,878,12,4,25.862107
2024-07-05,148575862984,DESKTOP,190,19,3.5,68.92
2024-07-05,148575862984,MOBILE,173,20,0.742423,27.788353
2024-07-05,164135120558,MOBILE,4570,77,7.861786,90.604187
2024-07-04,164828025000,DESKTOP,24,1,0,9.38
2024-07-04,164828025000,MOBILE,22,1,0,4.79
2024-07-04,164828025000,DESKTOP,24,1,0,9.38
2024-07-04,164828025000,MOBILE,22,1,0,4.79
2024-07-04,168997303571,MOBILE,8,0,0,0.003369
2024-07-04,168997303571,DESKTOP,5,0,0,0.006146
2024-07-04,155673249556,DESKTOP,16,0,0,0
2024-07-04,155673250956,TABLET,2,0,0,0
2024-07-04,164135120558,MOBILE,3,0,0,0.004632
2024-07-04,148575862984,TABLET,2,0,0,0
2024-07-04,155673249996,TABLET,1,0,0,0
2024-07-04,155673249556,MOBILE,13,1,0,1.56
2024-07-04,155673249996,DESKTOP,51,1,0,2.02
2024-07-04,155673250956,DESKTOP,133,2,3,8.48
2024-07-04,155673249996,MOBILE,52,3,0,3.96
2024-07-04,169214802704,DESKTOP,40,4,0,15.07
2024-07-04,168997303571,DESKTOP,620,4,0,3.816488
2024-07-04,169214802704,MOBILE,44,6,7,16.7
2024-07-04,155673250956,MOBILE,155,7,0,7.64
2024-07-04,164135120558,DESKTOP,868,7,1.439969,20.089766
2024-07-04,148575862984,DESKTOP,175,11,4,35.14
2024-07-04,168997303571,MOBILE,2254,18,0.009984,12.955828
2024-07-04,148575862984,MOBILE,183,27,5.002894,64.65
2024-07-04,164135120558,MOBILE,4501,59,13.948831,91.864106
2024-07-03,164828025000,TABLET,1,0,0,0
2024-07-03,164828025000,DESKTOP,29,0,0,0
2024-07-03,164828025000,MOBILE,23,4,0,15.09
2024-07-03,164828025000,TABLET,1,0,0,0
2024-07-03,164828025000,DESKTOP,29,0,0,0
2024-07-03,164828025000,MOBILE,23,4,0,15.09
2024-07-03,168997303571,DESKTOP,1,0,0,0.000344
2024-07-03,168997303571,MOBILE,2,0,0,0.006726
2024-07-03,155673249556,DESKTOP,9,0,0,0
2024-07-03,164135120558,DESKTOP,2,0,0,0.002223
2024-07-03,148575862984,TABLET,7,0,0,0
2024-07-03,155673249996,TABLET,2,0,0,0
2024-07-03,168997303571,DESKTOP,1159,1,0,7.473246
2024-07-03,155673250956,TABLET,5,1,0,0.81
2024-07-03,169214802704,MOBILE,29,2,4,11.18
2024-07-03,169214802704,DESKTOP,30,2,2,18.42
2024-07-03,155673249996,DESKTOP,53,2,0,2.35
2024-07-03,155673249556,MOBILE,21,3,0,3.86
2024-07-03,164135120558,DESKTOP,1266,3,0,20.928202
2024-07-03,155673249996,MOBILE,40,4,0,6.22
2024-07-03,155673250956,DESKTOP,111,6,3,18.04
2024-07-03,155673250956,MOBILE,151,8,0,9.27
2024-07-03,148575862984,DESKTOP,205,16,0,64.93
2024-07-03,168997303571,MOBILE,2203,20,0,10.681032
2024-07-03,148575862984,MOBILE,187,26,3,44.88
2024-07-03,164135120558,MOBILE,5950,76,7.150728,88.388738
2024-07-02,164828025000,DESKTOP,23,4,1,17.7
2024-07-02,164828025000,MOBILE,45,4,2,12.8
2024-07-02,164828025000,DESKTOP,23,4,1,17.7
2024-07-02,164828025000,MOBILE,45,4,2,12.8
2024-07-02,169214802704,MOBILE,17,0,0,0
2024-07-02,155673250956,TABLET,3,0,0,0
2024-07-02,164135120558,DESKTOP,7,0,0,0.010202
2024-07-02,155673249996,TABLET,2,0,0,0
2024-07-02,155673249556,DESKTOP,23,1,0,1.03
2024-07-02,155673249556,MOBILE,6,1,0,1.48
2024-07-02,169214802704,DESKTOP,33,2,3,19.6
2024-07-02,155673249996,DESKTOP,35,2,0,5.76
